user_id,business_id,stars,latitude,longitude,categories
X0HdhA8qhzQygsWIIDGewA,z680Aylt8wN2KAeFM1hy-A,3,39.7766084,-86.1463714,"Bars, British, Pubs, Nightlife, Pizza, Restaurants, Chicken Wings"
VzzrLUezPbHKjLPgBordCw,IjtKwA7njLjTvZr0nFSLeA,5,27.7435201,-82.7506397,"Restaurants, Cuban, Soul Food"
HaDK-h2eF_HH0bxNqfDtwA,E8GeMcCv17n30NLL7LZzog,5,28.016086,-82.788527,"Restaurants, Soul Food, Barbeque, American (New)"
Tbf3-rU4VVrY3rjNVs3hkA,cXSyVvOr9YRN9diDkaWs0Q,5,39.96399,-75.1444822,"Southern, Restaurants, American (Traditional)"
DnuJaTKYxhzoVN2EfWmrBg,ZGErYinCaYR5UjTzovAZbw,2,40.0166339,-75.6726735,"Nightlife, Sports Bars, American (Traditional), Bars, Chicken Wings, Restaurants"
YEoGcNNVIC5a2xMfPFYpkw,TghRoAMx43V-9l7mH-SENg,3,27.9770768,-82.8277495,"Food, Seafood, Restaurants, American (Traditional), Specialty Food, Seafood Markets"
oCSUno5C7i-HSB6LjYkaTQ,4WdDY97x4GdMYtyk1KQMnw,4,29.932123,-90.0735046315,"Cafes, American (Traditional), Vietnamese, Restaurants"
LoCW3gE4w5WH39UtHtdGbw,xCXGV3wEvYd4xBGx8ZRFQA,2,39.9449991381,-75.1770997246,"Restaurants, Breakfast & Brunch, Coffee & Tea, Salad, Food, Mediterranean"
g-tKnUGNMFiLXhDlcN7uFQ,SIoCIxjn4jLt2O-4DajWJw,2,39.949794,-75.144739,"Nightlife, Restaurants, American (New), Bars, Pubs"
ToHO-QLqCzhXGi2V5w_LHw,ljxNT9p0y7YMPx0fcNBGig,1,38.896563,-90.1862032987,"Restaurants, Specialty Food, Steakhouses, Food, Italian, Pizza, Pasta Shops"
9LKsE_ewv5gfsymQUTpbgA,dpwkz52tHB2MCPv53I2aRA,5,39.4508340004,-119.7585680438,"Restaurants, Chinese, Asian Fusion, Sushi Bars"
rpvrIZhQZCwAfe6amkoIog,F1xE--Gb4rNFAwHkNkV31A,5,39.507188,-119.859367,"Pizza, Vegan, Restaurants, Beer, Wine & Spirits, Gluten-Free, Food"
cKWBI9GFrjHMJhcZ2ptb0g,oQ5CPRt0R3AzFvcjNOqB1w,5,36.1229732,-86.7897823,"Barbeque, Restaurants, Dive Bars, Cocktail Bars, Southern, Nightlife, Bars"
9X-41KV8mHH90mN4QXaT-w,AM7gPGpRbEjEkjmsmQXb6w,4,29.7781689,-90.0985908,"Cajun/Creole, Seafood, Restaurants"
Vdq8gyrF-lS3LbsW4gmHkA,dqqpF3nD9OAyJkrMs4jNdQ,5,38.5129249,-90.4396664,"Diners, Italian, Restaurants"
2DNcCjiEuVOt-XkyBy-vYQ,YeMouev-sLfAxykmcANNoQ,5,36.145647,-86.813791,"Pizza, Restaurants, Sandwiches"
rAIBoxoBz0TF7f8036JGJw,8s1uT8dyBEUwTNeHoZntMg,2,36.1629191,-86.7761598,"Restaurants, Mexican"
VETaWBikffRG9SME44ylaw,j9Kaj_6tSeXmVMYCgZithg,5,28.188219,-82.347274,"Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza"
ZTvil7E2JbtORKm0bu6MKQ,r-kln94enJMMmCWmzbXO2g,4,39.9394185445,-75.1803047991,"Food, Restaurants, Bakeries, Pizza"
y70Zqap7p-D1aiQjkKg7vA,1FURjeGJi_LBXcJQg8eskw,4,34.4068326,-119.5485827,"American (Traditional), Restaurants, Seafood, Burgers, Tacos, Sandwiches, Mexican, Bars, Food, Beer Bar, Juice Bars & Smoothies, Nightlife"
SQyqFnJpXQ159WNPUVE-Tg,I0I2mkCOPTYVSLpc8A8VVw,2,29.9479047,-90.067498,"Personal Chefs, Event Planning & Services, Restaurants, Caribbean, American (New), American (Traditional), French"
3OasraD_TKCqLWc724DDUw,KAk07Tbv0UsoY-s7RYfepg,1,32.2210111,-110.8955944,"Restaurants, Barbeque, Mongolian"
GNLbwvn4UvXvY9dbv-UaWw,mcr1lAEdvGLMJhuPwI3I2A,4,39.5298674133,-119.8201728092,"Food, Restaurants, Chinese, Bubble Tea, Taiwanese"
IpZjrg0zDcKE0QLo1BMofg,-V0vIgo6196MDn_x3ZaYmA,4,39.9506242,-75.1697297,"Restaurants, Cafes, Creperies"
Ps9HoHnadH4L6waRHPv0Bw,HCqmx4ENAZ76SAjoalj-MQ,5,35.9237549,-86.8700112,"Barbeque, American (Traditional), Arts & Entertainment, Southern, Breakfast & Brunch, Comfort Food, Nightlife, Music Venues, Restaurants, Food, Grocery"
jzxb2JxC0CZ_MRnNiy6j0w,p7bv1603DwdmUmb4F__cew,4,38.5113712,-90.3186363,"Restaurants, American (New), Bars, American (Traditional), Nightlife"
54PyGYYuKLCVLnmI2zDsvQ,8QJTzIaR5FceGds8HBSIig,4,32.214412,-110.9595118,"Nightlife, Sports Bars, Bars, Breweries, Pubs, Restaurants, American (Traditional), Food"
5kcLlhJPLJL_GLwrAdbZAA,I0jFTYVDs-WHwKR2XHQlRA,4,34.4162591,-119.6952494,"Thai, Restaurants, American (New), Pop-Up Restaurants, Asian Fusion"
YlMj5bWPP-8X1raRAppAqg,5v9Voa4a5MON7mAQO3gV3A,5,40.078086,-75.6907377,"Sandwiches, Caterers, Beer Gardens, Event Planning & Services, Nightlife, Italian, Restaurants"
Ujvil9PwjPZFLMsk28WrhQ,_zU8uJthn3o5swP0LmfuqQ,4,29.997378,-90.241623,"Diners, Breakfast & Brunch, Restaurants, Burgers"
CZVkeifECen1rsWYCBgKmg,aw5GN4yk6r0r9e_5TdiLFQ,5,40.079206,-75.6902833,"Pizza, Restaurants"
6JejVLZl5M-IB3UkNTkXtQ,I0I2mkCOPTYVSLpc8A8VVw,4,29.9479047,-90.067498,"Personal Chefs, Event Planning & Services, Restaurants, Caribbean, American (New), American (Traditional), French"
9EMgczqumS10LYSbsaiKdQ,5fqP38clcV-paOJL74SuVA,2,27.9822819,-82.3734122,"Greek, Restaurants, Breakfast & Brunch"
kedRfc2dP9DlvflyDITOmA,g4KzJc8y7BhW66ieNIwJEA,1,36.1639095897,-86.7758031111,"Italian, Restaurants, Caterers, Event Planning & Services"
0yxm77AI1QGOgHYQ0DMhGQ,U8jSYiECyAljqTL2U1ERGw,4,39.965781755,-75.5275749265,"Vietnamese, Noodles, Restaurants"
X5iPAm1QXU_MEtWJRkiivA,oCbJpGl8IkH1WdYa25TDBA,4,29.9687482,-90.0510926,"Burgers, Nightlife, Cajun/Creole, Bars, Restaurants, Seafood"
2-Wk7uOMuVHP74e3HuCZ-Q,7rtrGGsUkVWZFHJaEArJ7g,4,40.1983718,-75.4757542,"American (Traditional), Bars, Restaurants, Nightlife, Seafood, Sports Bars"
HQGGD_B56ooIewrxMnwqtg,gKPWC7F219oEbu5NXPzH4g,1,28.3619386,-82.7103407,"Seafood, American (Traditional), Music Venues, Caribbean, Arts & Entertainment, Nightlife, Restaurants"
kXxyTG33j6-OE2aWLqxHUg,4Hyfm0Ly3yo96RJTVShTIA,5,27.814524,-82.778939,"American (Traditional), Food, Barbeque, Steakhouses, Salad, Desserts, Restaurants"
rpphJGcfFfXXTE-bhkWv6g,W78GCXLuneV5b6prO-X4aw,3,28.0783164102,-82.507608179,"Food Tours, Lounges, Tours, Party & Event Planning, Hotels & Travel, Food, Beer, Wine & Spirits, Music Venues, Nightlife, Bars, Cajun/Creole, Arts & Entertainment, Jazz & Blues, Event Planning & Services, Restaurants"
R8xq3VhgVuSkmwaepMRjOw,JvawJ9bSr22xn4R9oLvl_w,5,29.9555269925,-90.0681538393,"Southern, Event Planning & Services, Restaurants, Cajun/Creole, Seafood, Live/Raw Food, Hotels & Travel, Hotels"
Oo-Sim3XTQXb0oVHJJem8w,hUX1yAimviBIhb21D_KtcQ,3,40.0245627,-75.2209958,"Mexican, Restaurants, Bars, Tex-Mex, Nightlife"
wDyubxqK3ntJjnaKwoApeA,AP_sb7dETsflRNNkJinYUQ,5,27.742394,-82.7499036,"Bars, Tapas/Small Plates, Seafood, Tapas Bars, Nightlife, Breakfast & Brunch, Restaurants, American (New)"
dQIwtDf6XZ5fipGcNpzsNA,ompDR5sUDpoI6gnTldmneQ,5,29.9634035,-90.0579092,"Seafood, Cajun/Creole, Candy Stores, Coffee & Tea, Food, Restaurants, Soul Food, Specialty Food"
lsnObu7UkG-bI741Htkyeg,g5ogvPhw3PSobtaZFkdEXg,5,29.9463033012,-90.0690600823,"Cupcakes, Caterers, Food, Chocolatiers & Shops, Bakeries, Specialty Food, Breakfast & Brunch, Shopping, Desserts, Restaurants, Event Planning & Services"
Rcqcfr9eHINxHxJ6XQLO8w,2KIDQyTh-HzLxOUEDqtDBg,5,27.7922562,-82.673539,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian"
3IFfnwuFB-Y_0vSOlqNpSQ,46_2e1hnQ4csLrYnhn6bkw,5,39.9408715785,-75.1510468125,"Restaurants, Cocktail Bars, American (New), Desserts, American (Traditional), Nightlife, Bars, Food"
gRL9s6ENxV1qermRYDWjPQ,z680Aylt8wN2KAeFM1hy-A,2,39.7766084,-86.1463714,"Bars, British, Pubs, Nightlife, Pizza, Restaurants, Chicken Wings"
NDkwKnvjhBbjCh1cNlBoAw,Zh8X1au_crT9jBs2LlPb2Q,3,39.9519296405,-75.1721942396,"Restaurants, Nightlife, Breakfast & Brunch, American (New), Cocktail Bars, Bars"
WMwu3KdtPgXVDaThqx95bA,wzE61ThXOdrSegvwSOzf5w,5,36.1367494339,-86.7997314667,"Southern, Breakfast & Brunch, Restaurants"
Yt1Ykn6jKujKI5KMHwFivQ,JvawJ9bSr22xn4R9oLvl_w,2,29.9555269925,-90.0681538393,"Southern, Event Planning & Services, Restaurants, Cajun/Creole, Seafood, Live/Raw Food, Hotels & Travel, Hotels"
PgViT3MaGPU5TTt1rRS0mw,SaUbh0sMSev8gKNJYtC76g,3,34.423515,-119.706222,"American (New), Restaurants"
bdcctzsEnFdBkmKlTjIPpw,2FnoLyEO0nq7g2Wz8x7Z5A,3,40.0036661668,-75.2218453609,"Juice Bars & Smoothies, Noodles, Restaurants, Asian Fusion, Food, Salad, Vegetarian, Vegan"
e3DgWXDMD1cjDj3_f1r2Yg,xkTjLbBC7uB-rAIDqAm-sw,4,27.995155,-82.48414,"Street Vendors, Restaurants, Mexican, Food Trucks, Food, Seafood"
ILmp6itC1G9arrkoWi3lOw,0YiRkVMR2cg17hk9u6nGhg,2,38.5982131,-90.2367192,"Restaurants, Pizza"
ao7VsMZL6WEDMAtocB5FHA,jMZ56S8Y1t7cA1Ob-d-qeA,5,29.9632273,-90.0579277,"Nightlife, Jazz & Blues, American (New), Music Venues, Restaurants, Gastropubs, Arts & Entertainment"
jRzuIlnNuVwGZ_BxYrBFjw,gyUBYwpUO_u0nqZdre4l1g,3,39.916113059,-74.9215189617,"Chinese, Restaurants"
OHBQQGszl8bhxiZV8DMLtw,V7TaLZ5EB94hqRIZ1_xjGQ,5,39.9439214896,-75.3488279928,"Sushi Bars, Restaurants, Ramen, Steakhouses, Japanese, Noodles"
lM5TuUTpONIP3GVPiy3LCw,OHzX-ZD9qyoeoxR8Z0dlIA,3,39.9486423,-75.1441173,"Restaurants, American (Traditional), Bars, Pubs, Nightlife, Gastropubs"
WZ4vEAuJdBgHrnIZlBQLig,GV-e7Op4aU98xkjjoKlRhA,5,38.6184272,-90.2741883,"Basque, Tapas Bars, Spanish, Restaurants, American (New)"
Xw7ZjaGfr0WNVt6s_5KZfA,Si6LXSR9gvAbmgO5DzV2cw,3,29.8754822266,-90.04938,"Restaurants, Soup, Seafood, Burgers"
AQPGliRhE97f-2ins4LsbA,35GCFtezJ3upyqGf-zJ8MA,5,27.8102249254,-82.7556273714,"Food, Imported Food, Specialty Food, Indian, Restaurants, Ethnic Food, Buffets"
YikjMWiCW6uzZl3_aTvorA,hI7m7riS39CrgGOhHOLH4w,5,39.9139969,-86.184581,"Diners, Buffets, Indian, Restaurants"
d-tQxvr2_FbVnoON_Lzy2w,6mCsrUp9Vl4iXMbOxWtVjA,5,36.0810108,-86.7280648,"Restaurants, Indian"
sguRik7mz5-nPJejwMCM4Q,Rh5lgaOjOeHIUSBpI20llw,2,40.073689,-74.746357,"Event Planning & Services, Mexican, Restaurants, Caterers"
p-6VWM_BMEjcZm3emGXVSg,yWx7-4lHvyT0TpIO7pLA3Q,2,27.7507274,-82.7428137,"Boating, Restaurants, American (New), Active Life"
PZ8oJe8jPjtadEto7XiWTw,wFES5bGDiPANW13hNHnXOQ,5,34.422264,-119.650288,"Sushi Bars, Japanese, Restaurants"
LimLRJP6n8pDPAT8knRhyw,GBTPC53ZrG1ZBY3DT8Mbcw,3,29.9507416316,-90.0704155423,"German, Restaurants, Seafood, Cocktail Bars, French, Brasseries, American (New), Nightlife, Bars, Cajun/Creole, Breakfast & Brunch"
Sc1NYl4DbQpQgV6N4mMM-A,paO0ETshl56TNSaEyzm9Cw,3,39.9521366,-75.170218,"Coffee & Tea, Restaurants, Sandwiches, Food, Soup"
9mSdSlVMLDpl9h6WLR--1g,lj-E32x9_FA7GmUrBGBEWg,3,38.6324938,-90.4064437,"Bars, Pizza, Nightlife, Cocktail Bars, Italian, Restaurants"
cfHvu-jXR9SQKlVkJdF0cA,D2gONomZQyRjxR3TMHJovw,1,39.949233,-75.164075,"Sandwiches, Food, Gas Stations, Restaurants, Coffee & Tea, Automotive, Convenience Stores"
wXPjfZj_rPTZxKjcZwBNUg,vcyyzUqEiCTSrFmHgqvxpg,5,40.0512797,-75.0943052,"Pizza, Restaurants, Italian"
qXTZ2Ffu-Esa3I3F7u9HrA,mcr1lAEdvGLMJhuPwI3I2A,2,39.5298674133,-119.8201728092,"Food, Restaurants, Chinese, Bubble Tea, Taiwanese"
7NexIEtpsO1iAFU6qThQ1g,NB9wGhMqy27suWqNzk3laA,5,39.9481961938,-75.1437439718,"Middle Eastern, Afghan, Restaurants"
jSogX8R1e5V5EeES7y7fnw,hWkB4zFBRiDJDxfVOjhRDg,4,39.9151275932,-74.8266545233,"Sandwiches, Food Delivery Services, Restaurants, Food, Gluten-Free, Italian, Pizza"
p5T8LdgfRjBLoAl9LZ8BKA,4WdDY97x4GdMYtyk1KQMnw,5,29.932123,-90.0735046315,"Cafes, American (Traditional), Vietnamese, Restaurants"
ziUlQj2mo8eP3FUzFCgP6w,fGYnHzFr1z2kv7bPRW6VMA,3,39.9606394,-75.6032204,"Pizza, Event Planning & Services, Italian, Caterers, Restaurants"
X4avLJ59sEZfMkgQ1f0SzQ,bbEXAEFr4RYHLlZ-HFssTA,4,34.4355701009,-119.8247056485,"Fast Food, Burgers, Restaurants"
dqgybGdAPdX6385nngc4Lg,ipaHtb0jzsnzuxkjQxvxgQ,5,40.0618594,-75.0520111,"Restaurants, Pizza"
cTvWXPXw9vgltDH7pPO4XQ,2H27tAaTNGaq3gYuG3HV5A,5,29.9363408,-90.2001262,"Restaurants, Food, Pizza, Italian"
rf0bKCHdI9kmBCSacHhEEg,s688oKDwUayG5rjHbPwK7w,5,30.0209829768,-90.1148233424,"Specialty Food, Caterers, Restaurants, Seafood, Italian, Seafood Markets, Food, Event Planning & Services"
XWTFZiD7sfUUh53q4cWdpg,nVfkNZLElDdhqWcnaDPtPQ,3,27.8564449,-82.3302362,"Burgers, Restaurants, American (Traditional)"
v-mp7P0cQYeLh-cJIrfvZg,OINbC0rpDVJ5bfxt3LO9fw,5,29.9686422,-90.0679433,"Restaurants, Cajun/Creole"
qC4YP9iklxam2tfZdeQxYA,CPFKi2lZJazP6IdtCdDDyg,3,39.5090563,-119.8149981,"Bars, Coffee & Tea, Restaurants, Cafes, Food, Nightlife, Breakfast & Brunch, Wine Bars, Sandwiches"
4Pk295jW5RiHkfG9Mmx8PQ,f82dhKNiUXsDVPMLqKYiIQ,5,32.2509598946,-110.9591583204,"Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife"
y7H-4bWuX3eqC7C11DvQcA,RZtGWDLCAtuipwaZ-UfjmQ,4,39.949529,-75.152139,"Pizza, Restaurants, Italian, Salad"
FUUEU3ZN5cL1nNNR2AYZuw,U30ggGzFpXvc2NZYwOW3qg,4,39.9486639126,-75.2158315415,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food"
CcH7knoRvWWUnPSb45XW9g,-3AooxIkg38UyUdlz5oXdw,4,34.421931,-119.7021852,"Event Planning & Services, Restaurants, Nightlife, Caterers, Italian, Bars"
Y7pP1rL9lQwU_LOCRwztGQ,TN3tMGLb6AbAnN6rFKmH1A,5,34.4113354,-119.8577298,"Mediterranean, Restaurants"
7Z487V1ZcFGYHIvW3_MaVQ,OcatdPIYh9X2Du3Lo5YKOQ,5,30.026475,-90.054534,"Restaurants, Sandwiches, Cajun/Creole, Seafood, Salad, Soul Food"
D0q4p13dGD4ObNn-YGtU6g,50TGaB-hcv4R3QiWUmIP_w,3,39.763322,-86.157723,"Indian, Restaurants"
PiWCtYaaIhG869M6TazkCg,p21PCK17H3WL56KSr4Ykig,2,27.99554,-82.4743805,"Restaurants, Pizza"
v98WXw1EToiuPIxtE0aekQ,jULIPydhMj18KOI5OHTwfA,5,39.9609147337,-75.1708267829,"Tacos, Restaurants, Mexican"
6UdoFKymVH7zfi2OcdzKjA,hYonVJe6xzVBHHT2FLo4zg,4,36.177051,-86.787824,"Restaurants, Caterers, Italian, Hot Dogs, Pizza, Event Planning & Services, Sandwiches"
llwDaT9fgn4EASuHaQMcHA,zQPHrply2yeB1EGNnoS66A,5,40.1490783,-74.9981209224,"Mexican, Restaurants, Latin American, Fast Food"
LkKYzwTacsaLuNZybJqnUA,GyC36Pn0Q1-qHnqXys6yFg,4,28.08118,-82.42504,"Southern, Comfort Food, Caterers, Breakfast & Brunch, Event Planning & Services, American (New), Restaurants, American (Traditional)"
47dM8ftFgaT4V9JvMEUang,JWFpjvCc_nkNDVtMPx1ZGg,5,34.4230427,-119.7032863,"Food, Food Delivery Services, Burgers, Pizza, Caterers, Event Planning & Services, Restaurants"
IQmGwqXgnyPubU7T_lF0fQ,IZv79jZv6el1sBHrG7426g,4,38.6017712,-90.4475467,"Steakhouses, American (New), Restaurants, Seafood"
_iHjsYG8xwvhEFX8X0OBNg,zMMSWTHxkLWYR359o-IuAg,4,39.5138036039,-119.7880626405,"Restaurants, Breakfast & Brunch, Cafes, Diners, American (Traditional)"
ZymE70Z91XJkDOMaUhjqXA,n5P6-HWN3kFSYBxfVfDxEg,5,27.96718,-82.82716,"Hotels & Travel, Bars, American (Traditional), Restaurants, Event Planning & Services, Nightlife, Hotels, Resorts"
xZgbvWE-fF0QEv3k8FwRuw,8V0yL9as6zyb1vLmY9Ln1Q,3,40.1228354,-75.2176689,"Sports Bars, Nightlife, Bars, American (New), Restaurants"
Va4RA37x3wEEZ3YnsLHYLQ,mbIBa3LVNRQfGQqCJLQsNg,4,36.166931,-86.511962,"American (Traditional), Sandwiches, Burgers, Restaurants"
2Ttdml12syjb782j9lIxuw,3yI-7C8JzbG-ZaSqAGHMAQ,4,28.0170237,-82.3930128,"Restaurants, Mexican"
LPONBStm1-DyzXulXccsMg,u7_3L1NBWgxhBM_B-cmmnA,4,39.960888,-75.171213,"Italian, Pizza, Restaurants, Salad"
RYM0YiIPwrimw3ru4zH_Qg,g4KzJc8y7BhW66ieNIwJEA,3,36.1639095897,-86.7758031111,"Italian, Restaurants, Caterers, Event Planning & Services"
7oYTVxfMciToodYrHy0vmA,0z1VO3Js0NdTOKLYDa15zw,1,39.8338965,-86.2439925,"Asian Fusion, Chinese, Vietnamese, Bubble Tea, Food, Korean, Restaurants"
CcwX217E02qQdDK0gIFj-A,jULIPydhMj18KOI5OHTwfA,5,39.9609147337,-75.1708267829,"Tacos, Restaurants, Mexican"
4IY7qrLYtQtSmF5YxFprYw,MMRRS6YhVRx_iN5-JhMRYg,4,39.9567105161,-75.1971027811,"Restaurants, Chinese, Szechuan"
AVREY6JNhjSiogrDk922lg,CPFKi2lZJazP6IdtCdDDyg,5,39.5090563,-119.8149981,"Bars, Coffee & Tea, Restaurants, Cafes, Food, Nightlife, Breakfast & Brunch, Wine Bars, Sandwiches"
pyPsNGzGmJKIcVYbrGzj2w,2KIDQyTh-HzLxOUEDqtDBg,5,27.7922562,-82.673539,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian"
AzGxuO5KE2ffLr_9kJhgdg,NT5S6JV5wPwKOd3s3Yh1zQ,5,36.1215944,-86.7904765,"Restaurants, American (New), Sandwiches, Burgers"
zIEEmNHAhq7xs0M9exVJXg,AaWmckcT3O1iQSAIUmzwUA,5,27.9519956663,-82.829717,"Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Cafes, Coffee & Tea, Food"
4KDkXRFVLfNVgesc7FBH8g,T-uphPk44OFt6sR8F-0uHA,3,39.851736,-74.998271,"American (New), Food, Restaurants, American (Traditional), Breweries"
711gsmiQOjOAHZP_0uJabw,HTqXI5S2XcSlh_ylx9sE6g,4,39.9530477103,-75.1590135265,"Food, Restaurants, Bakeries"
Y3Hb3usmlv-VUNXfX8MPkA,W4ZEKkva9HpAdZG88juwyQ,5,29.954386799999998,-90.0683629,"Bars, Breakfast & Brunch, Restaurants, Barbeque, Cajun/Creole, Cafes, Cocktail Bars, Nightlife"
w4BiBncdzxNed_PLV-b1VQ,RgAUDZXDJYwz7BI6u9aP5w,4,38.6128297,-90.318067,"American (New), Restaurants"
gq09lZdvHDM6GcyEP0zhRA,HLNtxaFvvHFx9whiptQzOg,5,39.8343073642,-86.2393748255,"Performing Arts, African, Nightlife, Restaurants, Bars, Arts & Entertainment"
wCTjDczgVB0169pcHVrtgQ,7lwe7n-Yc-V9E_HfLAeylg,4,39.9456566,-75.1747733,"Restaurants, Pubs, Food, Bars, American (New), Nightlife"
X3APf4FSiOYg4BB6sdhJPw,PzhPMkaNYiKDTHoTG0r8rw,5,29.9211868,-90.0945189,"Vietnamese, Restaurants"
EkH5GQJqLMC7KJq9ndSlvA,8-AIbFaP6GP9BwHZdclBog,5,39.9110535,-74.9915109,"Specialty Food, Restaurants, Ethnic Food, Japanese, Food, Sushi Bars"
